Code,Name,sec_name,Wind_ind,GICS_ind,HS_ind,Code_jieli
0158.HK,万邦投资,万邦投资,房地产--房地产Ⅱ--房地产管理和开发--房地产经营公司,房地产_房地产Ⅱ_房地产管理和开发_房地产经营公司,地产基建(HS),E00158
0159.HK,布莱克万矿业,布莱克万矿业,材料--材料Ⅱ--金属、非金属与采矿--金属非金属,原材料_原材料Ⅱ_金属与采矿_多种金属与采矿,原材料业(HS),E00159
0160.HK,汉国置业,汉国置业,房地产--房地产Ⅱ--房地产管理和开发--房地产开发,房地产_房地产Ⅱ_房地产管理和开发_房地产开发,地产基建(HS),E00160
0161.HK,中航国际控股,中航国际控股,信息技术--技术硬件与设备--电子设备、仪器和元件--电子设备和仪器,信息技术_技术硬件与设备_电子设备、仪器和元件_电子设备和仪器,工业工程(HS),E00161
0162.HK,世纪金花,世纪金花,可选消费--零售业--多元化零售--百货商店,非日常生活消费品_零售业_多元化零售_百货商店,零售业(HS),E00162
0163.HK,英皇国际,英皇国际,房地产--房地产Ⅱ--房地产管理和开发--多样化房地产活动,房地产_房地产Ⅱ_房地产管理和开发_多样化房地产活动,地产基建(HS),E00163
0164.HK,中国宝力科技,中国宝力科技,可选消费--消费者服务Ⅱ--酒店、餐馆与休闲Ⅲ--酒店、度假村与豪华游轮,非日常生活消费品_消费者服务_酒店、餐馆与休闲_酒店、度假村与豪华游轮,休闲服务(HS),E00164
0165.HK,中国光大控股,中国光大控股,金融--多元金融--资本市场--资产管理与托管银行,金融_综合金融_资本市场_资产管理与托管银行,非银金融(HS),E00165
0166.HK,新时代能源,新时代能源,能源--能源Ⅱ--石油、天然气与供消费用燃料--综合性石油天然气,能源_能源Ⅱ_石油、天然气与消费用燃料_综合性石油与天然气企业,能源业(HS),E00166
0167.HK,IDT INT'L,IDT INT'L,可选消费--耐用消费品与服装--家庭耐用消费品--消费电子产品,非日常生活消费品_耐用消费品与服装_家庭耐用消费品_消费电子产品,家用电器(HS),E00167
0168.HK,青岛啤酒股份,青岛啤酒股份,日常消费--食品、饮料与烟草--饮料--啤酒,日常消费品_食品、饮料与烟草_饮料_啤酒酿造商,食品饮料(HS),E00168
0169.HK,万达酒店发展,万达酒店发展,房地产--房地产Ⅱ--房地产管理和开发--房地产开发,房地产_房地产Ⅱ_房地产管理和开发_房地产开发,地产基建(HS),E00169
0171.HK,银建国际,银建国际,房地产--房地产Ⅱ--房地产管理和开发--多样化房地产活动,房地产_房地产Ⅱ_房地产管理和开发_多样化房地产活动,地产基建(HS),E00171
0172.HK,金榜集团,金榜集团,金融--多元金融--消费信贷Ⅲ--消费信贷,金融_综合金融_消费信贷Ⅲ_消费信贷,非银金融(HS),E00172
0173.HK,嘉华国际,嘉华国际,房地产--房地产Ⅱ--房地产管理和开发--多样化房地产活动,房地产_房地产Ⅱ_房地产管理和开发_多样化房地产活动,地产基建(HS),E00173
0174.HK,盛洋投资,盛洋投资,金融--多元金融--资本市场--投资银行业与经纪业,金融_综合金融_资本市场_投资银行业与经纪业,地产基建(HS),E00174
0175.HK,吉利汽车,吉利汽车,可选消费--汽车与汽车零部件--汽车--汽车制造,非日常生活消费品_汽车与汽车零部件_汽车_汽车制造商,汽车业(HS),E00175
0176.HK,先机企业集团,先机企业集团,可选消费--耐用消费品与服装--家庭耐用消费品--消费电子产品,非日常生活消费品_耐用消费品与服装_家庭耐用消费品_消费电子产品,家用电器(HS),E00176
0177.HK,江苏宁沪高速公路,江苏宁沪高速公路,工业--运输--交通基础设施--公路与铁路,工业_运输_交通基本设施_公路与铁路,交通运输(HS),E00177
0178.HK,莎莎国际,莎莎国际,可选消费--零售业--专营零售--专卖店,非日常生活消费品_零售业_专营零售_专卖店,纺织业(HS),E00178
0179.HK,德昌电机控股,德昌电机控股,工业--资本货物--电气设备--电气部件与设备,工业_资本品_电气设备_电气部件与设备,汽车业(HS),E00179
0180.HK,开达集团,开达集团,可选消费--耐用消费品与服装--休闲设备与用品--休闲用品,非日常生活消费品_耐用消费品与服装_休闲设备与用品_消闲用品,家用电器(HS),E00180
0181.HK,闽港控股,闽港控股,可选消费--消费者服务Ⅱ--酒店、餐馆与休闲Ⅲ--酒店、度假村与豪华游轮,非日常生活消费品_消费者服务_酒店、餐馆与休闲_酒店、度假村与豪华游轮,休闲服务(HS),E00181
0182.HK,协合新能源,协合新能源,公用事业--公用事业Ⅱ--独立电力生产商与能源贸易商Ⅲ--独立电力生产商与能源贸易商,公用事业_公用事业Ⅱ_独立电力生产商与能源贸易商Ⅲ_独立电力生产商与能源贸易商,公用事业(HS),E00182
0183.HK,宏辉集团,宏辉集团,房地产--房地产Ⅱ--房地产管理和开发--房地产服务,房地产_房地产Ⅱ_房地产管理和开发_房地产服务,地产基建(HS),E00183
0184.HK,激成投资,激成投资,可选消费--消费者服务Ⅱ--酒店、餐馆与休闲Ⅲ--酒店、度假村与豪华游轮,非日常生活消费品_消费者服务_酒店、餐馆与休闲_酒店、度假村与豪华游轮,休闲服务(HS),E00184
0185.HK,正恒国际控股,正恒国际控股,房地产--房地产Ⅱ--房地产管理和开发--多样化房地产活动,房地产_房地产Ⅱ_房地产管理和开发_多样化房地产活动,地产基建(HS),E00185
0186.HK,敏捷控股,敏捷控股,可选消费--零售业--消费品经销商Ⅲ--消费品经销商,非日常生活消费品_零售业_经销商Ⅲ_经销商,家用电器(HS),E00186
0187.HK,京城机电股份,京城机电股份,工业--资本货物--机械--工业机械,工业_资本品_机械制造_工业机械,工业工程(HS),E00187
0188.HK,新华汇富金融,新华汇富金融,金融--多元金融--资本市场--投资银行业与经纪业,金融_综合金融_资本市场_投资银行业与经纪业,非银金融(HS),E00188
0189.HK,东岳集团,东岳集团,材料--材料Ⅱ--化工--特种化工,原材料_原材料Ⅱ_化学制品_特种化学制品,原材料业(HS),E00189
0190.HK,香港建设(控股),香港建设(控股),房地产--房地产Ⅱ--房地产管理和开发--房地产开发,房地产_房地产Ⅱ_房地产管理和开发_房地产开发,地产基建(HS),E00190
0191.HK,丽新国际,丽新国际,房地产--房地产Ⅱ--房地产管理和开发--房地产经营公司,房地产_房地产Ⅱ_房地产管理和开发_房地产经营公司,地产基建(HS),E00191
0193.HK,冠中地产,冠中地产,可选消费--消费者服务Ⅱ--酒店、餐馆与休闲Ⅲ--酒店、度假村与豪华游轮,非日常生活消费品_消费者服务_酒店、餐馆与休闲_酒店、度假村与豪华游轮,休闲服务(HS),E00193
0194.HK,廖创兴企业,廖创兴企业,房地产--房地产Ⅱ--房地产管理和开发--房地产经营公司,房地产_房地产Ⅱ_房地产管理和开发_房地产经营公司,地产基建(HS),E00194
0195.HK,绿科科技国际,绿科科技国际,材料--材料Ⅱ--金属、非金属与采矿--金属非金属,原材料_原材料Ⅱ_金属与采矿_多种金属与采矿,原材料业(HS),E00195
0196.HK,宏华集团,宏华集团,能源--能源Ⅱ--能源设备与服务--石油天然气设备与服务,能源_能源Ⅱ_能源设备与服务_石油天然气设备与服务,能源业(HS),E00196
0197.HK,亨泰,亨泰,日常消费--食品与主要用品零售Ⅱ--食品与主要用品零售Ⅲ--食品分销商,日常消费品_食品与主要用品零售_食品与主要用品零售Ⅲ_食品分销商,食品饮料(HS),E00197
0198.HK,星美控股,星美控股,可选消费--媒体Ⅱ--媒体Ⅲ--电影与娱乐,通信服务_媒体与娱乐_娱乐_电影与娱乐,媒体娱乐(HS),E00198
0199.HK,德祥地产,德祥地产,房地产--房地产Ⅱ--房地产管理和开发--房地产开发,房地产_房地产Ⅱ_房地产管理和开发_房地产开发,地产基建(HS),E00199
0200.HK,新濠国际发展,新濠国际发展,可选消费--消费者服务Ⅱ--酒店、餐馆与休闲Ⅲ--赌场与赌博,非日常生活消费品_消费者服务_酒店、餐馆与休闲_赌场与赌博,休闲服务(HS),E00200
0201.HK,华大酒店,华大酒店,可选消费--消费者服务Ⅱ--酒店、餐馆与休闲Ⅲ--酒店、度假村与豪华游轮,非日常生活消费品_消费者服务_酒店、餐馆与休闲_酒店、度假村与豪华游轮,休闲服务(HS),E00201
0202.HK,润中国际控股,润中国际控股,房地产--房地产Ⅱ--房地产管理和开发--房地产经营公司,房地产_房地产Ⅱ_房地产管理和开发_房地产经营公司,综合业(HS),E00202
0204.HK,中国投资开发,中国投资开发,金融--多元金融--资本市场--资产管理与托管银行,金融_综合金融_资本市场_资产管理与托管银行,非银金融(HS),E00204
0205.HK,财讯传媒,财讯传媒,可选消费--媒体Ⅱ--媒体Ⅲ--广告,通信服务_媒体与娱乐_媒体Ⅲ_广告,媒体娱乐(HS),E00205
0206.HK,华商国际海洋控股,华商国际海洋控股,能源--能源Ⅱ--能源设备与服务--石油天然气设备与服务,能源_能源Ⅱ_能源设备与服务_石油天然气设备与服务,能源业(HS),E00206
0207.HK,大悦城地产,大悦城地产,房地产--房地产Ⅱ--房地产管理和开发--多样化房地产活动,房地产_房地产Ⅱ_房地产管理和开发_多样化房地产活动,地产基建(HS),E00207
0208.HK,保利达资产,保利达资产,房地产--房地产Ⅱ--房地产管理和开发--房地产开发,房地产_房地产Ⅱ_房地产管理和开发_房地产开发,地产基建(HS),E00208
0209.HK,瀛晟科学,瀛晟科学,可选消费--耐用消费品与服装--休闲设备与用品--休闲用品,非日常生活消费品_耐用消费品与服装_休闲设备与用品_消闲用品,家用电器(HS),E00209
0210.HK,达芙妮国际,达芙妮国际,可选消费--耐用消费品与服装--纺织品、服装与奢侈品--鞋类,非日常生活消费品_耐用消费品与服装_纺织品、服装与奢侈品_鞋类,纺织业(HS),E00210
0211.HK,STYLAND HOLD,STYLAND HOLD,金融--多元金融--资本市场--多元资本市场,金融_综合金融_资本市场_综合性资本市场,非银金融(HS),E00211
0212.HK,NANYANG HOLD,NANYANG HOLD,房地产--房地产Ⅱ--房地产管理和开发--房地产经营公司,房地产_房地产Ⅱ_房地产管理和开发_房地产经营公司,地产基建(HS),E00212
0213.HK,NATIONAL ELEC H,NATIONAL ELEC H,可选消费--耐用消费品与服装--纺织品、服装与奢侈品--服装、服饰与奢侈品,非日常生活消费品_耐用消费品与服装_纺织品、服装与奢侈品_服装、服饰与奢侈品,工业工程(HS),E00213
0214.HK,汇汉控股,汇汉控股,房地产--房地产Ⅱ--房地产管理和开发--房地产经营公司,房地产_房地产Ⅱ_房地产管理和开发_房地产经营公司,地产基建(HS),E00214
0215.HK,和记电讯香港,和记电讯香港,电信服务--电信服务Ⅱ--多元电信服务--综合电信服务,通信服务_电信业务Ⅱ_综合电信业务Ⅲ_综合电信业务,电讯业(HS),E00215
0216.HK,建业实业,建业实业,房地产--房地产Ⅱ--房地产管理和开发--多样化房地产活动,房地产_房地产Ⅱ_房地产管理和开发_多样化房地产活动,地产基建(HS),E00216
0217.HK,中国诚通发展集团,中国诚通发展集团,房地产--房地产Ⅱ--房地产管理和开发--房地产开发,房地产_房地产Ⅱ_房地产管理和开发_房地产开发,原材料业(HS),E00217
0218.HK,申万宏源香港,申万宏源香港,金融--多元金融--资本市场--投资银行业与经纪业,金融_综合金融_资本市场_投资银行业与经纪业,非银金融(HS),E00218
0219.HK,顺豪物业,顺豪物业,可选消费--消费者服务Ⅱ--酒店、餐馆与休闲Ⅲ--酒店、度假村与豪华游轮,非日常生活消费品_消费者服务_酒店、餐馆与休闲_酒店、度假村与豪华游轮,休闲服务(HS),E00219
0220.HK,统一企业中国,统一企业中国,日常消费--食品、饮料与烟草--食品--食品加工与肉类,日常消费品_食品、饮料与烟草_食品_包装食品与肉类,食品饮料(HS),E00220
0221.HK,易易壹金融,易易壹金融,房地产--房地产Ⅱ--房地产管理和开发--房地产开发,房地产_房地产Ⅱ_房地产管理和开发_房地产开发,地产基建(HS),E00221
0222.HK,闽信集团,闽信集团,金融--多元金融--多元金融服务--多领域控股,金融_综合金融_综合金融服务_多领域控股,银行业(HS),E00222
0223.HK,易生活控股,易生活控股,能源--能源Ⅱ--石油、天然气与供消费用燃料--煤炭与消费用燃料,能源_能源Ⅱ_石油、天然气与消费用燃料_煤与消费用燃料,资讯科技业(HS),E00223
0224.HK,建生国际,建生国际,房地产--房地产Ⅱ--房地产管理和开发--房地产经营公司,房地产_房地产Ⅱ_房地产管理和开发_房地产经营公司,地产基建(HS),E00224
0225.HK,博富临置业,博富临置业,房地产--房地产Ⅱ--房地产管理和开发--房地产经营公司,房地产_房地产Ⅱ_房地产管理和开发_房地产经营公司,地产基建(HS),E00225
0226.HK,力宝,力宝,房地产--房地产Ⅱ--房地产管理和开发--多样化房地产活动,房地产_房地产Ⅱ_房地产管理和开发_多样化房地产活动,地产基建(HS),E00226
0227.HK,第一上海,第一上海,金融--多元金融--多元金融服务--其他多元金融服务,金融_综合金融_综合金融服务_其它综合性金融服务,非银金融(HS),E00227
0228.HK,中能控股,中能控股,能源--能源Ⅱ--石油、天然气与供消费用燃料--石油天然气勘探与生产,能源_能源Ⅱ_石油、天然气与消费用燃料_石油与天然气的勘探与生产,能源业(HS),E00228
0229.HK,利民实业,利民实业,可选消费--耐用消费品与服装--家庭耐用消费品--家用电器,非日常生活消费品_耐用消费品与服装_家庭耐用消费品_家用电器,家用电器(HS),E00229
0230.HK,五矿地产,五矿地产,房地产--房地产Ⅱ--房地产管理和开发--房地产开发,房地产_房地产Ⅱ_房地产管理和开发_房地产开发,地产基建(HS),E00230
0231.HK,平安证券集团控股,平安证券集团控股,房地产--房地产Ⅱ--房地产管理和开发--房地产开发,房地产_房地产Ⅱ_房地产管理和开发_房地产开发,非银金融(HS),E00231
